,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name,artist
89,0.169,https://api.spotify.com/v1/audio-analysis/2fkjbNdK8LDom6z5O2bc2U,0.887,305547,0.845,2fkjbNdK8LDom6z5O2bc2U,0.0348,9,0.0524,-7.002,1,0.0439,104.67,4,https://api.spotify.com/v1/tracks/2fkjbNdK8LDom6z5O2bc2U,audio_features,spotify:track:2fkjbNdK8LDom6z5O2bc2U,0.896,O-Pa,Zin
90,0.0971,https://api.spotify.com/v1/audio-analysis/5Lbwdw9KPDQw6dK1od3o1D,0.745,291707,0.649,5Lbwdw9KPDQw6dK1od3o1D,0.412,11,0.0527,-14.972,1,0.0378,105.276,4,https://api.spotify.com/v1/tracks/5Lbwdw9KPDQw6dK1od3o1D,audio_features,spotify:track:5Lbwdw9KPDQw6dK1od3o1D,0.889,Siwel Lan Wel Ou,Lakol
91,0.0159,https://api.spotify.com/v1/audio-analysis/3IJCSQoLF4YzPAKaxq2JLb,0.74,217679,0.546,3IJCSQoLF4YzPAKaxq2JLb,8.41e-05,7,0.209,-5.674,0,0.0498,130.028,4,https://api.spotify.com/v1/tracks/3IJCSQoLF4YzPAKaxq2JLb,audio_features,spotify:track:3IJCSQoLF4YzPAKaxq2JLb,0.375,Yoga,Janelle Monáe
92,0.016,https://api.spotify.com/v1/audio-analysis/3DfIQJULYY97h8mUtzewve,0.607,242000,0.731,3DfIQJULYY97h8mUtzewve,1.74e-06,7,0.124,-4.94,0,0.0393,128.052,4,https://api.spotify.com/v1/tracks/3DfIQJULYY97h8mUtzewve,audio_features,spotify:track:3DfIQJULYY97h8mUtzewve,0.173,Wait,NF
93,0.039,https://api.spotify.com/v1/audio-analysis/6drkiwEGR70Is2VmQytpKg,0.56,206303,0.581,6drkiwEGR70Is2VmQytpKg,0.0,11,0.101,-4.444,0,0.0423,142.054,4,https://api.spotify.com/v1/tracks/6drkiwEGR70Is2VmQytpKg,audio_features,spotify:track:6drkiwEGR70Is2VmQytpKg,0.337,What I Did for Love (feat. Emeli Sandé) - TEEMID Remix,David Guetta
94,0.0324,https://api.spotify.com/v1/audio-analysis/75ISn7VvgJwNH3h6eDYLYp,0.692,276560,0.736,75ISn7VvgJwNH3h6eDYLYp,0.0,1,0.0787,-5.109,1,0.11,73.987,4,https://api.spotify.com/v1/tracks/75ISn7VvgJwNH3h6eDYLYp,audio_features,spotify:track:75ISn7VvgJwNH3h6eDYLYp,0.217,Deuces (feat. Tyga & Kevin McCall),Chris Brown
95,0.343,https://api.spotify.com/v1/audio-analysis/7fHRQodFsqbY0wDcKjTFHs,0.596,258542,0.833,7fHRQodFsqbY0wDcKjTFHs,0.00526,6,0.231,-7.814,1,0.0369,143.931,4,https://api.spotify.com/v1/tracks/7fHRQodFsqbY0wDcKjTFHs,audio_features,spotify:track:7fHRQodFsqbY0wDcKjTFHs,0.54,Incomplete,The Electric Barbarellas
96,0.036,https://api.spotify.com/v1/audio-analysis/2jc6LBrZxryG9fJYcfzsSR,0.749,238080,0.682,2jc6LBrZxryG9fJYcfzsSR,0.205,0,0.113,-5.048,1,0.0588,125.008,4,https://api.spotify.com/v1/tracks/2jc6LBrZxryG9fJYcfzsSR,audio_features,spotify:track:2jc6LBrZxryG9fJYcfzsSR,0.605,Faded - Odesza Remix,ZHU
97,0.00356,https://api.spotify.com/v1/audio-analysis/6s135n74YtqWoVuZwP5xse,0.542,187734,0.534,6s135n74YtqWoVuZwP5xse,0.0,4,0.291,-6.582,0,0.0379,128.02,4,https://api.spotify.com/v1/tracks/6s135n74YtqWoVuZwP5xse,audio_features,spotify:track:6s135n74YtqWoVuZwP5xse,0.09,Lucifer,XOV
98,0.0609,https://api.spotify.com/v1/audio-analysis/1fis7STbySlQ6kjZClLyC8,0.669,238263,0.844,1fis7STbySlQ6kjZClLyC8,0.00304,4,0.222,-6.553,0,0.0447,86.972,4,https://api.spotify.com/v1/tracks/1fis7STbySlQ6kjZClLyC8,audio_features,spotify:track:1fis7STbySlQ6kjZClLyC8,0.846,Vontade de Amor,Paulo Mac
99,0.541,https://api.spotify.com/v1/audio-analysis/3zBBgJOyATAudTntFaP8sZ,0.567,208427,0.707,3zBBgJOyATAudTntFaP8sZ,0.000176,8,0.1,-5.455,0,0.0818,171.916,4,https://api.spotify.com/v1/tracks/3zBBgJOyATAudTntFaP8sZ,audio_features,spotify:track:3zBBgJOyATAudTntFaP8sZ,0.751,Te Amo,Rihanna
100,0.0878,https://api.spotify.com/v1/audio-analysis/11lQIJsB0Nb4nQ2OwjiYqx,0.642,272827,0.523,11lQIJsB0Nb4nQ2OwjiYqx,0.000312,6,0.329,-7.324,0,0.0604,167.941,4,https://api.spotify.com/v1/tracks/11lQIJsB0Nb4nQ2OwjiYqx,audio_features,spotify:track:11lQIJsB0Nb4nQ2OwjiYqx,0.368,Something Going On,Kaysha
101,0.124,https://api.spotify.com/v1/audio-analysis/04DVjOz2ZESRTZJ0oEUsxF,0.638,242840,0.833,04DVjOz2ZESRTZJ0oEUsxF,4.58e-05,6,0.0859,-4.72,0,0.108,175.943,4,https://api.spotify.com/v1/tracks/04DVjOz2ZESRTZJ0oEUsxF,audio_features,spotify:track:04DVjOz2ZESRTZJ0oEUsxF,0.841,Saia Branca,Nelson Freitas
102,0.219,https://api.spotify.com/v1/audio-analysis/2TIbylZ2AxriSWIbklOohA,0.583,256480,0.706,2TIbylZ2AxriSWIbklOohA,3.57e-05,3,0.166,-7.198,0,0.131,173.903,4,https://api.spotify.com/v1/tracks/2TIbylZ2AxriSWIbklOohA,audio_features,spotify:track:2TIbylZ2AxriSWIbklOohA,0.538,Tentação,Gama
103,0.147,https://api.spotify.com/v1/audio-analysis/41RaEHhEQKly59pk7TVNhT,0.651,271209,0.868,41RaEHhEQKly59pk7TVNhT,0.0615,5,0.117,-7.783,1,0.0332,163.952,4,https://api.spotify.com/v1/tracks/41RaEHhEQKly59pk7TVNhT,audio_features,spotify:track:41RaEHhEQKly59pk7TVNhT,0.765,I Wish,Nelson Freitas
104,0.128,https://api.spotify.com/v1/audio-analysis/7A1B6unpdICQAbACSiORb4,0.652,269400,0.867,7A1B6unpdICQAbACSiORb4,0.0818,5,0.132,-7.613,1,0.0329,163.939,4,https://api.spotify.com/v1/tracks/7A1B6unpdICQAbACSiORb4,audio_features,spotify:track:7A1B6unpdICQAbACSiORb4,0.769,I Wish (feat. Nelson Freitas),Mark G and The Heavy Hitters
105,0.192,https://api.spotify.com/v1/audio-analysis/5J0S5UgpCwlmEagrqgzvoC,0.612,230667,0.738,5J0S5UgpCwlmEagrqgzvoC,0.0,0,0.0779,-6.648,1,0.0479,81.327,4,https://api.spotify.com/v1/tracks/5J0S5UgpCwlmEagrqgzvoC,audio_features,spotify:track:5J0S5UgpCwlmEagrqgzvoC,0.883,Wake Me up Before You Go-Go,Wham!
106,0.0605,https://api.spotify.com/v1/audio-analysis/1H5tvpoApNDxvxDexoaAUo,0.869,198400,0.887,1H5tvpoApNDxvxDexoaAUo,0.0,0,0.148,-4.505,1,0.0993,129.221,4,https://api.spotify.com/v1/tracks/1H5tvpoApNDxvxDexoaAUo,audio_features,spotify:track:1H5tvpoApNDxvxDexoaAUo,0.784,Who Let The Dogs Out,Baha Men
107,0.0262,https://api.spotify.com/v1/audio-analysis/0FutrWIUM5Mg3434asiwkp,0.695,212400,0.976,0FutrWIUM5Mg3434asiwkp,2.41e-05,8,0.182,-6.982,1,0.0428,113.357,4,https://api.spotify.com/v1/tracks/0FutrWIUM5Mg3434asiwkp,audio_features,spotify:track:0FutrWIUM5Mg3434asiwkp,0.937,Never Gonna Give You Up,Rick Astley
108,0.00456,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,0.867,257360,0.517,1B75hgRqe7A4fwee3g3Wmu,0.000339,11,0.0864,-13.222,0,0.0875,133.148,4,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,audio_features,spotify:track:1B75hgRqe7A4fwee3g3Wmu,0.866,U Can't Touch This,MC Hammer
109,0.0519,https://api.spotify.com/v1/audio-analysis/76QJgXPE3oc1cnkE4PFHEn,0.702,205533,0.933,76QJgXPE3oc1cnkE4PFHEn,0.000128,2,0.151,-11.876,1,0.0491,115.115,4,https://api.spotify.com/v1/tracks/76QJgXPE3oc1cnkE4PFHEn,audio_features,spotify:track:76QJgXPE3oc1cnkE4PFHEn,0.896,Together Forever,Rick Astley
110,0.0883,https://api.spotify.com/v1/audio-analysis/4kxOMXF9aVjztdBVM12gbn,0.722,229165,0.961,4kxOMXF9aVjztdBVM12gbn,0.61,9,0.278,-4.812,1,0.0514,126.113,4,https://api.spotify.com/v1/tracks/4kxOMXF9aVjztdBVM12gbn,audio_features,spotify:track:4kxOMXF9aVjztdBVM12gbn,0.91,Venus,Bananarama
111,0.246,https://api.spotify.com/v1/audio-analysis/2Up1xJloI7LjHdmxLriTMJ,0.787,211410,0.92,2Up1xJloI7LjHdmxLriTMJ,9.82e-06,0,0.178,-5.328,1,0.0914,117.565,4,https://api.spotify.com/v1/tracks/2Up1xJloI7LjHdmxLriTMJ,audio_features,spotify:track:2Up1xJloI7LjHdmxLriTMJ,0.661,Love in the First Degree,Bananarama
112,0.334,https://api.spotify.com/v1/audio-analysis/1SJtlNRJDeYHioymcvsqev,0.334,216391,0.617,1SJtlNRJDeYHioymcvsqev,0.0,6,0.163,-5.834,0,0.383,85.227,4,https://api.spotify.com/v1/tracks/1SJtlNRJDeYHioymcvsqev,audio_features,spotify:track:1SJtlNRJDeYHioymcvsqev,0.603,Crying in the Club,Camila Cabello
113,0.532,https://api.spotify.com/v1/audio-analysis/101TaHCVkpOMmlQNjPKRQ5,0.328,240173,0.498,101TaHCVkpOMmlQNjPKRQ5,7.94e-05,4,0.117,-10.898,0,0.126,175.918,4,https://api.spotify.com/v1/tracks/101TaHCVkpOMmlQNjPKRQ5,audio_features,spotify:track:101TaHCVkpOMmlQNjPKRQ5,0.36,Don't Judge Me,Chris Brown
114,0.019,https://api.spotify.com/v1/audio-analysis/3pMVlQLrftCAcz138bSQKF,0.776,186985,0.484,3pMVlQLrftCAcz138bSQKF,0.000311,6,0.0611,-7.751,0,0.0631,158.005,4,https://api.spotify.com/v1/tracks/3pMVlQLrftCAcz138bSQKF,audio_features,spotify:track:3pMVlQLrftCAcz138bSQKF,0.348,Feel It Still - Lido Remix,Portugal. The Man
115,0.0695,https://api.spotify.com/v1/audio-analysis/50zjDlDFgYbwpK9OBkoXFW,0.54,196225,0.776,50zjDlDFgYbwpK9OBkoXFW,0.0,7,0.286,-5.527,0,0.19,89.98,4,https://api.spotify.com/v1/tracks/50zjDlDFgYbwpK9OBkoXFW,audio_features,spotify:track:50zjDlDFgYbwpK9OBkoXFW,0.651,Pink Lemonade,Louis Mattrs
116,0.594,https://api.spotify.com/v1/audio-analysis/0g3mziWGH7OP6lZvKq7Xpi,0.59,214373,0.436,0g3mziWGH7OP6lZvKq7Xpi,0.00375,3,0.107,-7.322,1,0.215,146.864,4,https://api.spotify.com/v1/tracks/0g3mziWGH7OP6lZvKq7Xpi,audio_features,spotify:track:0g3mziWGH7OP6lZvKq7Xpi,0.222,Blades,FARR
117,0.535,https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9,0.752,197437,0.505,1wjzFQodRWrPcQ0AnYnvQ9,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9,audio_features,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,0.419,I Like Me Better,Lauv
118,0.741,https://api.spotify.com/v1/audio-analysis/722eRY6JToA3l58HTiP64U,0.534,184816,0.293,722eRY6JToA3l58HTiP64U,0.0,9,0.114,-11.823,0,0.222,78.585,4,https://api.spotify.com/v1/tracks/722eRY6JToA3l58HTiP64U,audio_features,spotify:track:722eRY6JToA3l58HTiP64U,0.26,Location,Olivia Escuyos
119,0.124,https://api.spotify.com/v1/audio-analysis/4mepBi4WGEPu3KtkPfmyEy,0.571,234666,0.872,4mepBi4WGEPu3KtkPfmyEy,4.37e-05,5,0.0433,-3.913,1,0.0444,172.002,4,https://api.spotify.com/v1/tracks/4mepBi4WGEPu3KtkPfmyEy,audio_features,spotify:track:4mepBi4WGEPu3KtkPfmyEy,0.708,Ou se yon melodi,Rutshelle Guillaume
120,0.0615,https://api.spotify.com/v1/audio-analysis/5rFzrvKJn749NHqsdQlN9o,0.674,335027,0.693,5rFzrvKJn749NHqsdQlN9o,0.00725,0,0.0617,-7.724,1,0.0368,84.001,4,https://api.spotify.com/v1/tracks/5rFzrvKJn749NHqsdQlN9o,audio_features,spotify:track:5rFzrvKJn749NHqsdQlN9o,0.59,Avew,Daan Junior
121,0.222,https://api.spotify.com/v1/audio-analysis/7HRVCfIaGGqUtOpVTB3MWI,0.603,331872,0.74,7HRVCfIaGGqUtOpVTB3MWI,0.0,9,0.149,-4.705,0,0.0389,168.017,4,https://api.spotify.com/v1/tracks/7HRVCfIaGGqUtOpVTB3MWI,audio_features,spotify:track:7HRVCfIaGGqUtOpVTB3MWI,0.645,Simplicité,Harmonik
122,0.209,https://api.spotify.com/v1/audio-analysis/1tx7TlQK80d8YKx4WcZbO8,0.553,264147,0.804,1tx7TlQK80d8YKx4WcZbO8,2.23e-05,0,0.156,-5.692,1,0.0411,172.001,4,https://api.spotify.com/v1/tracks/1tx7TlQK80d8YKx4WcZbO8,audio_features,spotify:track:1tx7TlQK80d8YKx4WcZbO8,0.595,Je l'aime,Fanny J
123,0.346,https://api.spotify.com/v1/audio-analysis/0iGkRoudiByXaDvuakB18Q,0.668,372485,0.782,0iGkRoudiByXaDvuakB18Q,2.3e-06,2,0.0731,-4.887,0,0.0305,163.988,4,https://api.spotify.com/v1/tracks/0iGkRoudiByXaDvuakB18Q,audio_features,spotify:track:0iGkRoudiByXaDvuakB18Q,0.677,Incroyable,Harmonik
124,0.0214,https://api.spotify.com/v1/audio-analysis/6g5RSwKEjeFPv9hbrIzje3,0.739,301087,0.46,6g5RSwKEjeFPv9hbrIzje3,2.12e-05,7,0.14,-15.214,1,0.0416,88.002,4,https://api.spotify.com/v1/tracks/6g5RSwKEjeFPv9hbrIzje3,audio_features,spotify:track:6g5RSwKEjeFPv9hbrIzje3,0.825,Vini'm pale w,Black Parents
125,0.478,https://api.spotify.com/v1/audio-analysis/5tLLnxk53HxTkZXo23jzxD,0.692,292362,0.569,5tLLnxk53HxTkZXo23jzxD,0.00175,5,0.0909,-11.447,1,0.0523,161.938,4,https://api.spotify.com/v1/tracks/5tLLnxk53HxTkZXo23jzxD,audio_features,spotify:track:5tLLnxk53HxTkZXo23jzxD,0.73,Je l'aime à mourir,Jackito
126,0.09,https://api.spotify.com/v1/audio-analysis/0uK2d3mNUFE2iSLWBEE138,0.572,194787,0.752,0uK2d3mNUFE2iSLWBEE138,0.000311,6,0.0943,-3.962,0,0.295,160.268,5,https://api.spotify.com/v1/tracks/0uK2d3mNUFE2iSLWBEE138,audio_features,spotify:track:0uK2d3mNUFE2iSLWBEE138,0.965,Personally,P-Square
127,0.175,https://api.spotify.com/v1/audio-analysis/06sYBhXjzVvv818nOUMyDU,0.929,193320,0.821,06sYBhXjzVvv818nOUMyDU,1.45e-05,8,0.0891,-2.886,1,0.0921,118.044,4,https://api.spotify.com/v1/tracks/06sYBhXjzVvv818nOUMyDU,audio_features,spotify:track:06sYBhXjzVvv818nOUMyDU,0.748,Kotch,RDX
128,0.0372,https://api.spotify.com/v1/audio-analysis/02oEsDGI2yAH8mffONoMfl,0.731,220292,0.929,02oEsDGI2yAH8mffONoMfl,0.0,11,0.329,-4.773,0,0.0569,121.01,4,https://api.spotify.com/v1/tracks/02oEsDGI2yAH8mffONoMfl,audio_features,spotify:track:02oEsDGI2yAH8mffONoMfl,0.93,Lovumba,Daddy Yankee
129,0.231,https://api.spotify.com/v1/audio-analysis/2KyeRuRvBxIzmUHM7ETkOf,0.878,243133,0.578,2KyeRuRvBxIzmUHM7ETkOf,0.0,0,0.0821,-7.572,1,0.0467,105.987,4,https://api.spotify.com/v1/tracks/2KyeRuRvBxIzmUHM7ETkOf,audio_features,spotify:track:2KyeRuRvBxIzmUHM7ETkOf,0.961,Tempted to Touch,Rupee
130,0.0657,https://api.spotify.com/v1/audio-analysis/4XwZl1uHX2HPb8in1eu6hb,0.568,176640,0.759,4XwZl1uHX2HPb8in1eu6hb,0.0,2,0.153,-6.007,0,0.44,180.517,4,https://api.spotify.com/v1/tracks/4XwZl1uHX2HPb8in1eu6hb,audio_features,spotify:track:4XwZl1uHX2HPb8in1eu6hb,0.789,So Mi Like It - Remix,Busta Rhymes
131,0.174,https://api.spotify.com/v1/audio-analysis/7hezVPTsmm6yW3algVMmVr,0.609,225637,0.723,7hezVPTsmm6yW3algVMmVr,0.0,1,0.229,-3.972,0,0.333,129.585,5,https://api.spotify.com/v1/tracks/7hezVPTsmm6yW3algVMmVr,audio_features,spotify:track:7hezVPTsmm6yW3algVMmVr,0.78,Wine,Cham
132,0.121,https://api.spotify.com/v1/audio-analysis/6bpM5eshfckRhe1NlRWLve,0.846,163210,0.866,6bpM5eshfckRhe1NlRWLve,1.3e-05,4,0.0803,-2.92,0,0.11,124.993,4,https://api.spotify.com/v1/tracks/6bpM5eshfckRhe1NlRWLve,audio_features,spotify:track:6bpM5eshfckRhe1NlRWLve,0.728,Party Tun Up,Mr. Vegas
133,0.0227,https://api.spotify.com/v1/audio-analysis/2GB0Gyc6Sban3XmIxJUjkj,0.795,193043,0.395,2GB0Gyc6Sban3XmIxJUjkj,0.00629,6,0.117,-9.727,1,0.104,92.014,4,https://api.spotify.com/v1/tracks/2GB0Gyc6Sban3XmIxJUjkj,audio_features,spotify:track:2GB0Gyc6Sban3XmIxJUjkj,0.706,Would You Be Mine,Gift Official
134,0.00784,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,0.791,173987,0.619,1xznGGDReH1oQq0xzbwXa3,0.00423,1,0.351,-5.886,1,0.0532,103.989,4,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,audio_features,spotify:track:1xznGGDReH1oQq0xzbwXa3,0.371,One Dance,Drake
135,0.064,https://api.spotify.com/v1/audio-analysis/37dFXv0qgh89lrCK4V4O19,0.696,229461,0.536,37dFXv0qgh89lrCK4V4O19,0.00341,9,0.296,-5.842,0,0.185,188.07,4,https://api.spotify.com/v1/tracks/37dFXv0qgh89lrCK4V4O19,audio_features,spotify:track:37dFXv0qgh89lrCK4V4O19,0.857,Blá Blá,Ricky Boy
136,0.675,https://api.spotify.com/v1/audio-analysis/35BYBOuh5aa6TyJBG9N15R,0.43,206756,0.749,35BYBOuh5aa6TyJBG9N15R,0.0,4,0.114,-4.679,0,0.281,71.832,3,https://api.spotify.com/v1/tracks/35BYBOuh5aa6TyJBG9N15R,audio_features,spotify:track:35BYBOuh5aa6TyJBG9N15R,0.554,Acele,Carla's Dreams
137,0.581,https://api.spotify.com/v1/audio-analysis/0FE9t6xYkqWXU2ahLh6D8X,0.825,233713,0.652,0FE9t6xYkqWXU2ahLh6D8X,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/0FE9t6xYkqWXU2ahLh6D8X,audio_features,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,0.931,Shape of You,Ed Sheeran
138,0.418,https://api.spotify.com/v1/audio-analysis/1Fg46JadAkJ9ugw7mSBUSN,0.352,272465,0.668,1Fg46JadAkJ9ugw7mSBUSN,0.0,8,0.402,-5.918,0,0.39,78.78,4,https://api.spotify.com/v1/tracks/1Fg46JadAkJ9ugw7mSBUSN,audio_features,spotify:track:1Fg46JadAkJ9ugw7mSBUSN,0.536,Swalla (feat. Nicki Minaj and Ty Dolla $ign) - After Dark Remix,Jason Derulo
139,0.179,https://api.spotify.com/v1/audio-analysis/1okhB5zKjOldHHpcNCrVy5,0.567,240309,0.922,1okhB5zKjOldHHpcNCrVy5,6.96e-06,11,0.127,-4.501,1,0.105,128.028,4,https://api.spotify.com/v1/tracks/1okhB5zKjOldHHpcNCrVy5,audio_features,spotify:track:1okhB5zKjOldHHpcNCrVy5,0.965,Aba Blabla - Remix,J Perry
140,0.0706,https://api.spotify.com/v1/audio-analysis/6KbiybZICeBYfPERtKddYG,0.834,200613,0.763,6KbiybZICeBYfPERtKddYG,0.0,10,0.0369,-5.047,0,0.154,120.975,4,https://api.spotify.com/v1/tracks/6KbiybZICeBYfPERtKddYG,audio_features,spotify:track:6KbiybZICeBYfPERtKddYG,0.843,Ma petite,Fababy
141,0.148,https://api.spotify.com/v1/audio-analysis/4ctJ9E9vKb1N5eDsOLJzJs,0.767,296000,0.802,4ctJ9E9vKb1N5eDsOLJzJs,2e-06,1,0.0867,-7.011,0,0.0773,119.963,4,https://api.spotify.com/v1/tracks/4ctJ9E9vKb1N5eDsOLJzJs,audio_features,spotify:track:4ctJ9E9vKb1N5eDsOLJzJs,0.59,Physio - Température,Fababy
142,0.209,https://api.spotify.com/v1/audio-analysis/2wcQJGnAAka9SEBYIkYX6b,0.715,224253,0.614,2wcQJGnAAka9SEBYIkYX6b,0.0,0,0.733,-8.444,0,0.144,95.004,4,https://api.spotify.com/v1/tracks/2wcQJGnAAka9SEBYIkYX6b,audio_features,spotify:track:2wcQJGnAAka9SEBYIkYX6b,0.902,This Is My Way,Lyricson
143,0.0134,https://api.spotify.com/v1/audio-analysis/7k7pJA7s9RgmW8siyBiqum,0.507,228027,0.519,7k7pJA7s9RgmW8siyBiqum,1.47e-06,11,0.219,-8.249,0,0.243,126.948,3,https://api.spotify.com/v1/tracks/7k7pJA7s9RgmW8siyBiqum,audio_features,spotify:track:7k7pJA7s9RgmW8siyBiqum,0.267,LUV,Tory Lanez
144,0.351,https://api.spotify.com/v1/audio-analysis/6y4nqlHb6WXmHkv3Pa7n3P,0.831,288131,0.669,6y4nqlHb6WXmHkv3Pa7n3P,0.0,6,0.0539,-4.219,1,0.0765,109.973,4,https://api.spotify.com/v1/tracks/6y4nqlHb6WXmHkv3Pa7n3P,audio_features,spotify:track:6y4nqlHb6WXmHkv3Pa7n3P,0.915,Adonai (Remix) [feat. Castro],Sarkodie
145,0.0852,https://api.spotify.com/v1/audio-analysis/0NtK87XUpxAnrxncVh8xzs,0.771,196653,0.816,0NtK87XUpxAnrxncVh8xzs,0.0,8,0.151,-4.028,0,0.125,120.111,4,https://api.spotify.com/v1/tracks/0NtK87XUpxAnrxncVh8xzs,audio_features,spotify:track:0NtK87XUpxAnrxncVh8xzs,0.728,Laissez-les kouma (feat. MHD),Zaho
146,0.666,https://api.spotify.com/v1/audio-analysis/5ZhYcNNdJMYUkUkFjeuWDI,0.68,218872,0.615,5ZhYcNNdJMYUkUkFjeuWDI,0.000169,1,0.153,-6.888,1,0.431,178.039,4,https://api.spotify.com/v1/tracks/5ZhYcNNdJMYUkUkFjeuWDI,audio_features,spotify:track:5ZhYcNNdJMYUkUkFjeuWDI,0.533,Cigana Linda,Badoxa
147,0.00611,https://api.spotify.com/v1/audio-analysis/5qwXl0j3T3ZjSoax00oiMe,0.78,207381,0.64,5qwXl0j3T3ZjSoax00oiMe,0.000108,0,0.34,-7.412,1,0.0493,103.033,4,https://api.spotify.com/v1/tracks/5qwXl0j3T3ZjSoax00oiMe,audio_features,spotify:track:5qwXl0j3T3ZjSoax00oiMe,0.666,Loco,Jennifer Dias
148,0.225,https://api.spotify.com/v1/audio-analysis/6sAukzDGVFKv3Z6dF3pU9X,0.569,220360,0.805,6sAukzDGVFKv3Z6dF3pU9X,1.17e-06,2,0.302,-4.947,0,0.134,180.016,4,https://api.spotify.com/v1/tracks/6sAukzDGVFKv3Z6dF3pU9X,audio_features,spotify:track:6sAukzDGVFKv3Z6dF3pU9X,0.411,Vamos Ficar por Aqui,C4 Pedro
149,0.282,https://api.spotify.com/v1/audio-analysis/3AxKlhbCVMwrDbP4laSyys,0.657,276880,0.636,3AxKlhbCVMwrDbP4laSyys,0.000154,9,0.221,-6.631,0,0.0401,94.979,4,https://api.spotify.com/v1/tracks/3AxKlhbCVMwrDbP4laSyys,audio_features,spotify:track:3AxKlhbCVMwrDbP4laSyys,0.453,Tu És a Mulher,C4 Pedro
150,0.159,https://api.spotify.com/v1/audio-analysis/03hnjC8kAVy9tmfgcB0p0y,0.529,251039,0.758,03hnjC8kAVy9tmfgcB0p0y,0.0,5,0.0388,-5.619,1,0.072,175.778,4,https://api.spotify.com/v1/tracks/03hnjC8kAVy9tmfgcB0p0y,audio_features,spotify:track:03hnjC8kAVy9tmfgcB0p0y,0.423,Love Again (feat. Sauti Sol),C4 Pedro
151,0.0789,https://api.spotify.com/v1/audio-analysis/5gM4UYTTTcVyg7KsPAbyGR,0.571,206309,0.62,5gM4UYTTTcVyg7KsPAbyGR,0.0,6,0.0773,-7.568,1,0.224,89.756,4,https://api.spotify.com/v1/tracks/5gM4UYTTTcVyg7KsPAbyGR,audio_features,spotify:track:5gM4UYTTTcVyg7KsPAbyGR,0.659,Quero Mais Love,C4 Pedro
152,0.0936,https://api.spotify.com/v1/audio-analysis/4iHanVwnK7kh72Gtf1I3ho,0.702,201389,0.831,4iHanVwnK7kh72Gtf1I3ho,0.0251,5,0.163,-5.083,0,0.187,179.8,4,https://api.spotify.com/v1/tracks/4iHanVwnK7kh72Gtf1I3ho,audio_features,spotify:track:4iHanVwnK7kh72Gtf1I3ho,0.414,Side 2 Side,Saaphy
153,0.458,https://api.spotify.com/v1/audio-analysis/56FUvV0o4FVhiKQPc6crQ7,0.842,215907,0.543,56FUvV0o4FVhiKQPc6crQ7,0.000135,4,0.102,-4.778,0,0.0483,107.048,4,https://api.spotify.com/v1/tracks/56FUvV0o4FVhiKQPc6crQ7,audio_features,spotify:track:56FUvV0o4FVhiKQPc6crQ7,0.787,Mad over You,Runtown
154,0.645,https://api.spotify.com/v1/audio-analysis/3dUGdG5qRAEAwcwuhjaJAx,0.735,167576,0.457,3dUGdG5qRAEAwcwuhjaJAx,0.000133,4,0.153,-11.01,1,0.133,105.983,4,https://api.spotify.com/v1/tracks/3dUGdG5qRAEAwcwuhjaJAx,audio_features,spotify:track:3dUGdG5qRAEAwcwuhjaJAx,0.638,Calling,Kwamz & Flava
155,0.18,https://api.spotify.com/v1/audio-analysis/0yk1KQ0zg7vmrAhvQSAQqr,0.772,185825,0.612,0yk1KQ0zg7vmrAhvQSAQqr,3.47e-06,5,0.101,-7.076,0,0.174,98.423,4,https://api.spotify.com/v1/tracks/0yk1KQ0zg7vmrAhvQSAQqr,audio_features,spotify:track:0yk1KQ0zg7vmrAhvQSAQqr,0.478,Ben' Ova,WSTRN
156,0.64,https://api.spotify.com/v1/audio-analysis/5LTbZVoDBjbuPTPTpHGYQl,0.579,145319,0.459,5LTbZVoDBjbuPTPTpHGYQl,0.00322,8,0.145,-7.857,0,0.319,130.485,5,https://api.spotify.com/v1/tracks/5LTbZVoDBjbuPTPTpHGYQl,audio_features,spotify:track:5LTbZVoDBjbuPTPTpHGYQl,0.896,#Connected,He3b
157,0.418,https://api.spotify.com/v1/audio-analysis/4aBIDFfB9zPUO4WGIkW4BX,0.473,173424,0.697,4aBIDFfB9zPUO4WGIkW4BX,0.0,9,0.352,-6.192,1,0.153,90.541,4,https://api.spotify.com/v1/tracks/4aBIDFfB9zPUO4WGIkW4BX,audio_features,spotify:track:4aBIDFfB9zPUO4WGIkW4BX,0.281,Ig Girls,Aidonia
